""	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Probes"	"Symbol"	"Ensembl_id"	"Biotype1"	"Biotype2"	"Synonyms"	"Platform"
"209746_s_at"	0.00274	0.000284	3.84424078	0.0244621	0.157	"209746_s_at"	"COQ7"	"ENSG00000167186"	"gene"	"protein_coding"	"COQ7"	"GPL570"
"204346_s_at"	0.00274	0.000285	-3.84390764	0.0234334	-0.198	"204346_s_at"	"RASSF1"	"ENSG00000068028"	"gene"	"protein_coding"	"RASSF1"	"GPL570"
"200726_at"	0.00274	0.000285	3.84410686	0.0240486	0.188	"200726_at"	"PPP1CC"	"ENSG00000186298"	"gene"	"protein_coding"	"PPP1CC"	"GPL570"
"222087_at"	0.00275	0.000286	-3.84223532	0.0182703	-0.195	"222087_at"	"PVT1"	"ENST00000653990|ENST00000655783|ENST00000659666|ENST00000656411|ENST00000664742|ENST00000655099|ENST00000662709|ENST00000512617|ENST00000660122|ENST00000666452|ENST00000659892|ENST00000521600|ENST00000522875|ENST00000653497|ENSG00000249859|ENST00000667305|ENST00000653522|ENST00000661830|ENST00000657289|ENST00000656880|ENST00000660200|ENST00000670223|ENST00000652816|ENST00000662766|ENST00000517525|ENST00000657211|ENST00000653845|ENST00000651587|ENST00000666353|ENST00000654324|ENST00000667539|ENST00000657693|ENST00000666080|ENST00000664293|ENST00000657112|ENST00000665737|ENST00000663753|ENST00000665698|ENST00000662410|ENST00000664265|ENST00000654091|ENST00000662413|ENST00000660631|ENST00000665372|ENST00000657356|ENST00000657449|ENST00000667418|ENST00000662061|ENST00000656402|ENST00000656491|ENST00000667714|ENST00000654105|ENST00000660438|ENST00000659326|ENST00000666842|ENST00000517790|ENST00000654369|ENST00000664995|ENST00000656532|ENST00000661988|ENST00000670714|ENST00000669951|ENST00000666777|ENST00000657667|ENST00000657451|ENST00000660456|ENST00000661205|ENST00000663059|ENST00000659625|ENST00000664299|ENST00000666776|ENST00000668123|ENST00000659912|ENST00000670532|ENST00000660896|ENST00000523068|ENST00000519481|ENST00000669082|ENST00000671088|ENST00000670204|ENST00000652695|ENST00000517838|ENST00000663461|ENST00000513868|ENST00000670626"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"PVT1-238|PVT1-246|PVT1-286|PVT1-251|PVT1-321|PVT1-243|PVT1-309|PVT1-202|PVT1-290|PVT1-339|PVT1-287|PVT1-211|PVT1-214|PVT1-233|PVT1|PVT1-346|PVT1-234|PVT1-304|PVT1-261|PVT1-255|PVT1-292|PVT1-367|PVT1-229|PVT1-310|PVT1-204|PVT1-260|PVT1-236|PVT1-224|PVT1-338|PVT1-241|PVT1-348|PVT1-271|PVT1-334|PVT1-318|PVT1-258|PVT1-330|PVT1-314|PVT1-328|PVT1-307|PVT1-317|PVT1-239|PVT1-308|PVT1-295|PVT1-327|PVT1-263|PVT1-265|PVT1-347|PVT1-306|PVT1-250|PVT1-252|PVT1-350|PVT1-240|PVT1-293|PVT1-284|PVT1-342|PVT1-205|PVT1-242|PVT1-323|PVT1-253|PVT1-305|PVT1-372|PVT1-364|PVT1-341|PVT1-269|PVT1-266|PVT1-294|PVT1-301|PVT1-311|PVT1-285|PVT1-319|PVT1-340|PVT1-352|PVT1-288|PVT1-368|PVT1-298|PVT1-216|PVT1-208|PVT1-358|PVT1-374|PVT1-366|PVT1-227|PVT1-206|PVT1-312|PVT1-203|PVT1-371"	"GPL570"
"213286_at"	0.00275	0.000286	-3.84261296	0.0194361	-0.375	"213286_at"	"ZFR"	"ENSG00000056097"	"gene"	"protein_coding"	"ZFR"	"GPL570"
"241520_x_at"	0.00276	0.000287	-3.84145084	0.0158488	-0.222	"241520_x_at"	"CIITA"	"ENSG00000179583|ENST00000570546|ENST00000573309|ENST00000537380"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|processed_transcript"	"CIITA|CIITA-204|CIITA-209|CIITA-203"	"GPL570"
"211720_x_at"	0.00276	0.000288	3.84075609	0.0137045	0.192	"211720_x_at"	"RPLP0"	"ENSG00000089157|ENST00000551217|ENST00000552461"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"RPLP0|RPLP0-220|RPLP0-226"	"GPL570"
"227288_at"	0.00277	0.000288	3.84025645	0.0121626	0.372	"227288_at"	"SREK1IP1"	"ENSG00000153006"	"gene"	"protein_coding"	"SREK1IP1"	"GPL570"
"1555762_s_at"	0.00276	0.000288	3.84071044	0.0135636	0.295	"1555762_s_at"	"RBM15"	"ENSG00000162775"	"gene"	"protein_coding"	"RBM15"	"GPL570"
"226021_at"	0.00278	0.000289	3.83915107	0.0087517	0.276	"226021_at"	"RDH10"	"ENSG00000121039"	"gene"	"protein_coding"	"RDH10"	"GPL570"
"203159_at"	0.00278	0.00029	-3.83855433	0.0069105	-0.172	"203159_at"	"GLS"	"ENSG00000115419"	"gene"	"protein_coding"	"GLS"	"GPL570"
"208322_s_at"	0.00279	0.000291	-3.83764503	0.0041054	-0.257	"208322_s_at"	"ST3GAL1"	"ENSG00000008513"	"gene"	"protein_coding"	"ST3GAL1"	"GPL570"
"201129_at"	0.00279	0.000291	3.83726879	0.0029448	0.322	"201129_at"	"SRSF7"	"ENSG00000115875"	"gene"	"protein_coding"	"SRSF7"	"GPL570"
"224864_at"	0.0028	0.000292	3.83596956	-0.0010623	0.19	"224864_at"	"SRA1"	"ENST00000602775|ENST00000523259|ENSG00000213523"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"SRA1-205|SRA1-203|SRA1"	"GPL570"
"200001_at"	0.0028	0.000293	-3.83551207	-0.002473	-0.193	"200001_at"	"CAPNS1"	"ENSG00000126247"	"gene"	"protein_coding"	"CAPNS1"	"GPL570"
"204859_s_at"	0.0028	0.000293	3.83533825	-0.0030091	0.257	"204859_s_at"	"APAF1"	"ENST00000547666|ENSG00000120868"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"APAF1-206|APAF1"	"GPL570"
"206487_at"	0.00281	0.000293	-3.83501939	-0.0039923	-0.339	"206487_at"	"SUN1"	"ENSG00000164828|ENST00000340926|ENST00000413171|ENST00000464442|ENST00000480475"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron|retained_intron"	"SUN1|SUN1-201|SUN1-206|SUN1-225|SUN1-231"	"GPL570"
"203879_at"	0.00281	0.000294	-3.83415137	-0.0066686	-0.205	"203879_at"	"PIK3CD"	"ENSG00000171608"	"gene"	"protein_coding"	"PIK3CD"	"GPL570"
"238990_x_at"	0.00281	0.000294	3.83467559	-0.0050523	0.306	"238990_x_at"	"TRIM61"	"ENSG00000183439"	"gene"	"protein_coding"	"TRIM61"	"GPL570"
"52164_at"	0.00282	0.000295	-3.83357227	-0.0084538	-0.172	"52164_at"	"C11orf24"	"ENSG00000171067"	"gene"	"protein_coding"	"C11orf24"	"GPL570"
"228318_s_at"	0.00282	0.000295	-3.83328267	-0.0093466	-0.311	"228318_s_at"	"UVSSA"	"ENSG00000163945"	"gene"	"protein_coding"	"UVSSA"	"GPL570"
"233296_x_at"	0.00282	0.000295	-3.83279412	-0.0108525	-0.228	"233296_x_at"	"FRMD4A"	"ENSG00000151474"	"gene"	"protein_coding"	"FRMD4A"	"GPL570"
"232223_at"	0.00282	0.000295	-3.83318483	-0.0096482	-0.219	"232223_at"	"RGS3"	"ENSG00000138835|ENST00000478599"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"RGS3|RGS3-219"	"GPL570"
"209256_s_at"	0.00283	0.000296	3.83193948	-0.0134866	0.17	"209256_s_at"	"KLHDC10"	"ENSG00000128607"	"gene"	"protein_coding"	"KLHDC10"	"GPL570"
"221057_at"	0.00284	0.000297	3.8309824	-0.016436	0.299	"221057_at"	"SPATA1"	"ENST00000460286|ENSG00000122432"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"SPATA1-201|SPATA1"	"GPL570"
"223452_s_at"	0.00284	0.000298	3.83027828	-0.0186056	0.285	"223452_s_at"	"ATL3"	"ENSG00000184743"	"gene"	"protein_coding"	"ATL3"	"GPL570"
"213696_s_at"	0.00284	0.000298	3.83017412	-0.0189265	0.157	"213696_s_at"	"MED8"	"ENSG00000159479"	"gene"	"protein_coding"	"MED8"	"GPL570"
"213518_at"	0.00284	0.000298	3.83028973	-0.0185703	0.328	"213518_at"	"PRKCI"	"ENST00000476635|ENSG00000163558"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"PRKCI-202|PRKCI"	"GPL570"
"200599_s_at"	0.00285	0.000299	-3.82894917	-0.0227003	-0.218	"200599_s_at"	"LRRC28"	"ENST00000559399|ENST00000558500|ENSG00000168904"	"lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|protein_coding"	"LRRC28-213|LRRC28-207|LRRC28"	"GPL570"
"38269_at"	0.00286	3e-04	-3.82804798	-0.0254761	-0.267	"38269_at"	"PRKD2"	"ENSG00000105287|ENST00000602155|ENST00000599019|ENST00000597589"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron"	"PRKD2|PRKD2-217|PRKD2-212|PRKD2-209"	"GPL570"
"223434_at"	0.00285	3e-04	3.82856791	-0.0238747	0.502	"223434_at"	"GBP3"	"ENSG00000117226|ENST00000370482"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"GBP3|GBP3-203"	"GPL570"
"209295_at"	0.00286	3e-04	3.8281606	-0.0251293	0.242	"209295_at"	"TNFRSF10B"	"ENST00000523752|ENSG00000120889"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"TNFRSF10B-208|TNFRSF10B"	"GPL570"
"1553253_at"	0.00287	0.000301	-3.82674802	-0.0294796	-0.192	"1553253_at"	"ASB16"	"ENSG00000161664"	"gene"	"protein_coding"	"ASB16"	"GPL570"
"201185_at"	0.00286	0.000301	3.82746978	-0.0272569	0.305	"201185_at"	"HTRA1"	"ENSG00000166033"	"gene"	"protein_coding"	"HTRA1"	"GPL570"
"211052_s_at"	0.00287	0.000302	-3.82657894	-0.0300002	-0.161	"211052_s_at"	"TBCD"	"ENST00000576432|ENST00000576691|ENST00000572389|ENST00000576677|ENSG00000141556"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|gene"	"retained_intron|processed_transcript|retained_intron|retained_intron|protein_coding"	"TBCD-220|TBCD-223|TBCD-208|TBCD-222|TBCD"	"GPL570"
"222765_x_at"	0.00287	0.000302	3.82620811	-0.0311421	0.385	"222765_x_at"	"ESF1"	"ENSG00000089048"	"gene"	"protein_coding"	"ESF1"	"GPL570"
"200899_s_at"	0.00287	0.000302	3.82624398	-0.0310316	0.198	"200899_s_at"	"OGA"	"ENSG00000198408"	"gene"	"protein_coding"	"OGA"	"GPL570"
"1554481_a_at"	0.00288	0.000303	-3.82536723	-0.0337311	-0.458	"1554481_a_at"	"EPB41"	"ENST00000645111|ENST00000643302|ENST00000488277|ENSG00000159023|ENST00000647918|ENST00000482464|ENST00000649674|ENST00000490308"	"lnc_RNA|lnc_RNA|lnc_RNA|gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"processed_transcript|processed_transcript|processed_transcript|protein_coding|processed_transcript|processed_transcript|retained_intron|retained_intron"	"EPB41-224|EPB41-217|EPB41-210|EPB41|EPB41-232|EPB41-209|EPB41-235|EPB41-211"	"GPL570"
"220239_at"	0.00289	0.000304	3.82361303	-0.0391309	0.327	"220239_at"	"KLHL7"	"ENST00000477076|ENSG00000122550|ENST00000479288|ENST00000459661"	"lnc_RNA|gene|lnc_RNA|lnc_RNA"	"retained_intron|protein_coding|processed_transcript|processed_transcript"	"KLHL7-209|KLHL7|KLHL7-210|KLHL7-206"	"GPL570"
"213128_s_at"	0.00289	0.000304	3.8243574	-0.0368397	0.313	"213128_s_at"	"UBE3A"	"ENSG00000114062"	"gene"	"protein_coding"	"UBE3A"	"GPL570"
"212498_at"	0.00289	0.000304	3.82450025	-0.0364	0.257	"212498_at"	"MARCHF6"	"ENST00000606497|ENSG00000145495"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"MARCHF6-214|MARCHF6"	"GPL570"
"202762_at"	0.00289	0.000305	3.82359418	-0.0391889	0.2	"202762_at"	"ROCK2"	"ENSG00000134318"	"gene"	"protein_coding"	"ROCK2"	"GPL570"
"219146_at"	0.00291	0.000306	3.82187681	-0.0444739	0.277	"219146_at"	"TEFM"	"ENST00000579183|ENSG00000172171"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"TEFM-203|TEFM"	"GPL570"
"1556034_s_at"	0.0029	0.000306	3.82252363	-0.0424835	0.233	"1556034_s_at"	"MTMR11"	"ENSG00000014914|ENST00000466496|ENST00000482025|ENST00000482343|ENST00000492824"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|retained_intron|retained_intron|retained_intron"	"MTMR11|MTMR11-203|MTMR11-205|MTMR11-206|MTMR11-208"	"GPL570"
"240656_at"	0.0029	0.000306	3.82221797	-0.0434241	0.409	"240656_at"	"SIPA1L1"	"ENST00000554874|ENSG00000197555"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"SIPA1L1-207|SIPA1L1"	"GPL570"
"209619_at"	0.00291	0.000307	-3.82111353	-0.0468223	-0.223	"209619_at"	"CD74"	"ENSG00000019582|ENST00000523836|ENST00000523813|ENST00000524315"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron"	"CD74|CD74-211|CD74-210|CD74-212"	"GPL570"
"210540_s_at"	0.00293	0.000309	3.81946975	-0.0518788	0.333	"210540_s_at"	"B4GALT4"	"ENSG00000121578"	"gene"	"protein_coding"	"B4GALT4"	"GPL570"
"223066_at"	0.00293	0.000309	3.81885915	-0.0537568	0.152	"223066_at"	"SNAPIN"	"ENSG00000143553|ENST00000462880"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"SNAPIN|SNAPIN-202"	"GPL570"
"238912_x_at"	0.00294	0.00031	3.81833216	-0.0553775	0.412	"238912_x_at"	"C9orf85"	"ENSG00000155621"	"gene"	"protein_coding"	"C9orf85"	"GPL570"
"225409_at"	0.00294	0.000311	3.81735455	-0.0583836	0.275	"225409_at"	"COA5"	"ENSG00000183513"	"gene"	"protein_coding"	"COA5"	"GPL570"
"226108_at"	0.00295	0.000311	-3.8170663	-0.0592698	-0.272	"226108_at"	"ZC3H18"	"ENST00000566496|ENSG00000158545"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"ZC3H18-208|ZC3H18"	"GPL570"
"224850_at"	0.00295	0.000311	3.81695086	-0.0596248	0.409	"224850_at"	"ATAD1"	"ENSG00000138138"	"gene"	"protein_coding"	"ATAD1"	"GPL570"
"205273_s_at"	0.00295	0.000311	-3.81693257	-0.059681	-0.223	"205273_s_at"	"PITRM1"	"ENST00000676917|ENST00000490510|ENST00000678756|ENSG00000107959|ENST00000464395|ENST00000676719|ENST00000676519|ENST00000678986|ENST00000678050|ENST00000677598|ENST00000678539"	"lnc_RNA|lnc_RNA|lnc_RNA|gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"processed_transcript|processed_transcript|retained_intron|protein_coding|retained_intron|retained_intron|processed_transcript|retained_intron|retained_intron|processed_transcript|retained_intron"	"PITRM1-214|PITRM1-211|PITRM1-232|PITRM1|PITRM1-209|PITRM1-213|PITRM1-212|PITRM1-236|PITRM1-223|PITRM1-220|PITRM1-229"	"GPL570"
"203405_at"	0.00296	0.000313	3.81498891	-0.0656558	0.346	"203405_at"	"PSMG1"	"ENSG00000183527|ENST00000481921"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"PSMG1|PSMG1-205"	"GPL570"
"211352_s_at"	0.00296	0.000313	-3.81545166	-0.0642335	-0.212	"211352_s_at"	"NCOA3"	"ENSG00000124151"	"gene"	"protein_coding"	"NCOA3"	"GPL570"
"203721_s_at"	0.00297	0.000314	3.81387617	-0.0690756	0.205	"203721_s_at"	"UTP18"	"ENST00000582150|ENSG00000011260"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"UTP18-204|UTP18"	"GPL570"
"208612_at"	0.00298	0.000315	-3.81318545	-0.071198	-0.281	"208612_at"	"PDIA3"	"ENST00000497349|ENSG00000167004"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"PDIA3-206|PDIA3"	"GPL570"
"1560509_at"	0.00298	0.000315	-3.81318488	-0.0711998	-0.322	"1560509_at"	"POLE"	"ENSG00000177084"	"gene"	"protein_coding"	"POLE"	"GPL570"
"217100_s_at"	0.00298	0.000315	-3.81345896	-0.0703576	-0.201	"217100_s_at"	"UBXN7"	"ENSG00000163960"	"gene"	"protein_coding"	"UBXN7"	"GPL570"
"222525_s_at"	0.00298	0.000316	3.81271546	-0.0726421	0.381	"222525_s_at"	"CCDC25"	"ENSG00000147419"	"gene"	"protein_coding"	"CCDC25"	"GPL570"
"1555827_at"	0.00298	0.000316	3.81211964	-0.0744726	0.297	"1555827_at"	"CCNL1"	"ENST00000464316|ENST00000471247|ENST00000474539|ENST00000476744|ENSG00000163660"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|retained_intron|retained_intron|protein_coding"	"CCNL1-204|CCNL1-214|CCNL1-215|CCNL1-218|CCNL1"	"GPL570"
"211034_s_at"	0.00298	0.000316	-3.81265865	-0.0728166	-0.223	"211034_s_at"	"HECTD4"	"ENSG00000173064"	"gene"	"protein_coding"	"HECTD4"	"GPL570"
"209304_x_at"	0.00298	0.000316	3.81267418	-0.0727689	0.235	"209304_x_at"	"GADD45B"	"ENSG00000099860|ENST00000592937"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"GADD45B|GADD45B-206"	"GPL570"
"217352_at"	0.00299	0.000317	3.81134772	-0.0768439	0.237	"217352_at"	"SPANXA2"	"ENSG00000277215|ENST00000662492"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"SPANXA2-OT1|SPANXA2-OT1-202"	"GPL570"
"1560754_at"	0.00299	0.000317	-3.81123523	-0.0771894	-0.201	"1560754_at"	"CMTM7"	"ENSG00000153551"	"gene"	"protein_coding"	"CMTM7"	"GPL570"
"222394_at"	0.003	0.000318	3.81066078	-0.0789538	0.219	"222394_at"	"PDCD6IP"	"ENSG00000170248"	"gene"	"protein_coding"	"PDCD6IP"	"GPL570"
"210799_at"	0.003	0.000319	-3.80954383	-0.0823841	-0.206	"210799_at"	"HTR1B"	"ENSG00000135312"	"gene"	"protein_coding"	"HTR1B"	"GPL570"
"238465_at"	0.003	0.000319	3.80980036	-0.0815964	0.569	"238465_at"	"SETD9"	"ENSG00000155542"	"gene"	"protein_coding"	"SETD9"	"GPL570"
"208841_s_at"	0.00301	0.00032	3.80861297	-0.0852424	0.198	"208841_s_at"	"G3BP2"	"ENSG00000138757|ENST00000679329|ENST00000677192|ENST00000678875|ENST00000679294"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron|retained_intron"	"G3BP2|G3BP2-290|G3BP2-241|G3BP2-282|G3BP2-288"	"GPL570"
"233401_at"	0.00301	0.00032	-3.80828945	-0.0862357	-0.347	"233401_at"	"NRCAM"	"ENSG00000091129"	"gene"	"protein_coding"	"NRCAM"	"GPL570"
"204022_at"	0.00302	0.00032	-3.80814314	-0.0866849	-0.272	"204022_at"	"WWP2"	"ENSG00000198373"	"gene"	"protein_coding"	"WWP2"	"GPL570"
"239795_at"	0.00302	0.000321	-3.80721681	-0.0895287	-0.22	"239795_at"	"AXIN1"	"ENSG00000103126|ENST00000461023|ENST00000481769"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|processed_transcript"	"AXIN1|AXIN1-204|AXIN1-205"	"GPL570"
"228583_at"	0.00302	0.000321	3.80755112	-0.0885024	0.349	"228583_at"	"LIN52"	"ENSG00000205659"	"gene"	"protein_coding"	"LIN52"	"GPL570"
"1560861_at"	0.00302	0.000321	-3.80777294	-0.0878214	-0.317	"1560861_at"	"THRA1/BTR"	"ENST00000581362|ENSG00000235300|ENST00000621191|ENST00000421610|ENST00000604191"	"lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"THRA1/BTR-202|THRA1/BTR|THRA1/BTR-204|THRA1/BTR-201|THRA1/BTR-203"	"GPL570"
"226119_at"	0.00302	0.000321	3.80799414	-0.0871424	0.497	"226119_at"	"PCMTD1"	"ENSG00000168300"	"gene"	"protein_coding"	"PCMTD1"	"GPL570"
"1556742_at"	0.00303	0.000322	-3.80649238	-0.0917523	-0.196	"1556742_at"	"GUSBP1"	"ENST00000607545"	"lnc_RNA"	"processed_transcript"	"GUSBP1-205"	"GPL570"
"214047_s_at"	0.00303	0.000322	3.80631479	-0.0922974	0.166	"214047_s_at"	"MBD4"	"ENSG00000129071"	"gene"	"protein_coding"	"MBD4"	"GPL570"
"212397_at"	0.00303	0.000322	3.8067854	-0.0908529	0.309	"212397_at"	"RDX"	"ENST00000527537|ENST00000532461|ENSG00000137710"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"RDX-201|RDX-211|RDX"	"GPL570"
"232892_at"	0.00305	0.000325	-3.80414852	-0.098945	-0.173	"232892_at"	"MIR1"	"ENSG00000174407|ENST00000624914|ENST00000370523"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"MIR1-1HG|MIR1-1HG-202|MIR1-1HG-201"	"GPL570"
"205092_x_at"	0.00307	0.000327	3.80196557	-0.1056414	0.544	"205092_x_at"	"ZBTB1"	"ENSG00000126804"	"gene"	"protein_coding"	"ZBTB1"	"GPL570"
"204080_at"	0.00307	0.000327	-3.80168559	-0.1065001	-0.138	"204080_at"	"TOE1"	"ENSG00000132773|ENST00000495703"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"TOE1|TOE1-205"	"GPL570"
"201587_s_at"	0.00307	0.000327	-3.80181382	-0.1061068	-0.143	"201587_s_at"	"IRAK1"	"ENSG00000184216"	"gene"	"protein_coding"	"IRAK1"	"GPL570"
"237133_at"	0.00307	0.000327	3.80196093	-0.1056556	0.22	"237133_at"	"MAP3K20"	"ENSG00000091436"	"gene"	"protein_coding"	"MAP3K20"	"GPL570"
"236796_at"	0.00308	0.000328	-3.80109415	-0.1083139	-0.45	"236796_at"	"BACH2"	"ENSG00000112182"	"gene"	"protein_coding"	"BACH2"	"GPL570"
"37577_at"	0.00308	0.000328	3.80073603	-0.1094121	0.252	"37577_at"	"ARHGAP19"	"ENSG00000269891|ENSG00000213390|ENST00000487035"	"gene|gene|lnc_RNA"	"protein_coding|protein_coding|processed_transcript"	"ARHGAP19-SLIT1|ARHGAP19|ARHGAP19-205"	"GPL570"
"209017_s_at"	0.00308	0.000328	-3.8008188	-0.1091583	-0.15	"209017_s_at"	"LONP1"	"ENSG00000196365|ENST00000587552"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"LONP1|LONP1-206"	"GPL570"
"223503_at"	0.00308	0.000329	-3.80037476	-0.1105199	-0.215	"223503_at"	"TMEM163"	"ENST00000467316|ENST00000476823|ENSG00000152128"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"TMEM163-202|TMEM163-203|TMEM163"	"GPL570"
"216194_s_at"	0.00308	0.000329	3.80037813	-0.1105096	0.161	"216194_s_at"	"TBCB"	"ENSG00000105254|ENST00000585910|ENST00000468156"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|processed_transcript"	"TBCB|TBCB-206|TBCB-203"	"GPL570"
"1556422_at"	0.00308	0.000329	-3.79998467	-0.111716	-0.205	"1556422_at"	"AC005498.3"	"ENSG00000269696|ENST00000596587|ENST00000670254"	"ncRNA_gene|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA"	"AC005498.3|AC005498.3-201|AC005498.3-202"	"GPL570"
"229501_s_at"	0.00308	0.000329	3.80028124	-0.1108067	0.151	"229501_s_at"	"USP8"	"ENSG00000138592"	"gene"	"protein_coding"	"USP8"	"GPL570"
"238484_s_at"	0.00308	0.000329	3.79986836	-0.1120726	0.294	"238484_s_at"	"SSBP2"	"ENSG00000145687"	"gene"	"protein_coding"	"SSBP2"	"GPL570"
"218791_s_at"	0.00309	0.00033	3.79929116	-0.1138422	0.496	"218791_s_at"	"KATNBL1"	"ENSG00000134152"	"gene"	"protein_coding"	"KATNBL1"	"GPL570"
"227002_at"	0.0031	0.000331	-3.79792534	-0.118029	-0.293	"227002_at"	"FAM78A"	"ENST00000247295|ENSG00000126882"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"FAM78A-201|FAM78A"	"GPL570"
"221021_s_at"	0.0031	0.000331	-3.79838173	-0.1166301	-0.151	"221021_s_at"	"CTNNBL1"	"ENST00000473857|ENST00000472237|ENST00000481674|ENSG00000132792"	"lnc_RNA|lnc_RNA|lnc_RNA|gene"	"processed_transcript|processed_transcript|processed_transcript|protein_coding"	"CTNNBL1-207|CTNNBL1-206|CTNNBL1-208|CTNNBL1"	"GPL570"
